"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-912446","Meiotic recombination","16/1068","43/9048",0.372093023255814,3.15233864645937,5.17534670016496,1.5068495639753e-05,0.000408858515025298,0.000408858515025298,"554313/63979/3014/672/8370/3012/84057/5888/8338/641/5889/723790/8362/8353/8337/1019",16
"R-HSA-157579","Telomere Maintenance","24/1068","82/9048",0.292682926829268,2.47958344751987,4.92360834232489,1.54354619132783e-05,0.000411949704833066,0.000411949704833066,"554313/5111/3014/5984/8370/80119/3012/5558/8338/5424/63922/5422/2237/79075/5557/641/723790/55651/8362/8337/3978/23649/5982/890",24
"R-HSA-2995410","Nuclear Envelope (NE) Reassembly","22/1068","72/9048",0.305555555555556,2.58863920099875,4.9509276176757,1.63868132075699e-05,0.000430285998418125,0.000430285998418125,"347733/7280/55706/10382/4000/80086/983/891/5905/7846/9133/9631/7443/10381/7277/10376/1104/5901/10383/113457/4001/84790",22
"R-HSA-8955332","Carboxyterminal post-translational modifications of tubulin","14/1068","35/9048",0.4,3.38876404494382,5.17975318365542,1.97238039191124e-05,0.00050968813937008,0.00050968813937008,"347733/7280/10382/80086/25941/79805/25809/7846/10381/7277/10376/10383/113457/84790",14
"R-HSA-983231","Factors involved in megakaryocyte development and platelet production","32/1068","128/9048",0.25,2.11797752808989,4.66006642886037,2.39697323464029e-05,0.000609730066561625,0.000609730066561625,"347733/7280/1062/24137/1020/10112/10382/4602/55083/147700/56992/80086/3833/29127/7846/11004/4097/10381/23046/5889/7277/3832/10376/8353/10383/113457/9493/146909/1795/81930/30846/84790",32
"R-HSA-69186","Lagging Strand Synthesis","10/1068","20/9048",0.5,4.23595505617978,5.29978412058335,3.04868873056811e-05,0.000763579269748443,0.000763579269748443,"5111/5984/5558/5424/5422/2237/5557/3978/23649/5982",10
"R-HSA-2132295","MHC class II antigen presentation","29/1068","113/9048",0.256637168141593,2.17420701998608,4.59486855023196,3.38557783550688e-05,0.000835109199425031,0.000835109199425031,"347733/7280/1062/24137/10112/10382/147700/1509/56992/80086/29127/7846/11004/10437/1211/10381/3120/1780/7277/3832/10376/1513/10383/113457/9493/5476/10053/81930/84790",29
"R-HSA-9833482","PKR-mediated signaling","21/1068","70/9048",0.3,2.54157303370787,4.73652463048427,3.45446543645001e-05,0.000839383541871734,0.000839383541871734,"347733/3304/7280/10382/80086/983/4137/2178/91442/8877/7846/2189/2187/10381/7277/10376/3303/3608/10383/113457/84790",21
"R-HSA-69473","G2/M DNA damage checkpoint","21/1068","71/9048",0.295774647887324,2.50577623041621,4.65972701593462,4.36846888663229e-05,0.00104586284521138,0.00104586284521138,"11200/554313/3014/672/5984/8370/995/2810/983/891/7533/83990/9156/641/116028/580/8362/7534/1111/5982/890",21
"R-HSA-190828","Gap junction trafficking","13/1068","33/9048",0.393939393939394,3.33741913517194,4.92092986436635,4.73560112502545e-05,0.00111732733790456,0.00111732733790456,"347733/7280/10382/80086/7846/1211/10381/7277/10376/10052/10383/113457/84790",13
